id,arabic,translate_id,narator,hadith_scholar,source,hadith_no,level_of_hadith
27,أَنَّ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ كَانَ إِذَا دَخَلَ الْخَلَاءَ، قَالَ: اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْخُبْثِ وَالْخَبَائِثِ,“Sesungguhnya Nabi Shallallahu'alaihi Wasallam jika masuk kamar mandi beliau berdoa: allahumma inni audzubika minal khubtsi wal khabaitsi [aku minta perlindungan-Mu dari keburukan dan dari setan]”,Anas bin Malik,Abu Isa At Tirmidzi,Sunan At Tirmidzi,6,Hadits hasan shahih
28,"كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ إِذَا دَخَلَ الْخَلَاءَ، قَالَ: اللَّهُمَّ إِنِّي أَعُوذُ بِكَ "" قَالَ شُعْبَةُ: وَقَدْ قَالَ مَرَّةً أُخْرَى: أَعُوذُ بِاللَّهِ مِنَ الْخُبْثِ وَالْخَبِيثِ - أَوِ الْخُبُثِ وَالْخَبَائِثِ -",“Biasanya Nabi Shallallahu'alaihi Wasallam jika masuk kamar mandi beliau berdoa: allahumma inni audzubika [aku minta perlindungan-Mu] (Syu'bah berkata: terkadang Nabi berkata: audzubilah [aku minta perlindungan Allah]) minal khubtsi wal khabitsi [dari keburukan dan maksiat] (atau terkadang: minal khubutsi wal khabaitsi [dari setan laki-laki dan setan perempuan]).”,Anas bin Malik,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,5,Shahih
29,"كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ إِذَا دَخَلَ الْخَلَاءَ، قَالَ: اللَّهُمَّ إِنِّي أَعُوذُ بِكَ "" قَالَ شُعْبَةُ: وَقَدْ قَالَ مَرَّةً أُخْرَى: أَعُوذُ بِاللَّهِ مِنَ الْخُبْثِ وَالْخَبِيثِ - أَوِ الْخُبُثِ وَالْخَبَائِثِ -",“Biasanya Nabi Shallallahu'alaihi Wasallam jika masuk kamar mandi beliau berdoa: allahumma inni audzubika [aku minta perlindungan-Mu] (Syu'bah berkata: terkadang Nabi berkata: audzubilah [aku minta perlindungan Allah]) minal khubtsi wal khabitsi [dari keburukan dan maksiat] (atau terkadang: minal khubutsi wal khabaitsi [dari setan laki-laki dan setan perempuan]).”,Anas bin Malik,Abu Isa At Tirmidzi,Sunan At Tirmidzi,5,Hadits Anas adalah yang paling shahih dalam bab ini
30,مِفْتَاحُ الْجَنَّةِ الصَّلَاةُ، وَمِفْتَاحُ الصَّلَاةِ الْوُضُوءُ,“Pembuka pinta surga adalah shalat dan pembuka pintu shalat adalah wudhu”,Jabir bin Abdillah,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,4,Shahih li ghairihi
31,خَيْرُ صُفُوفِ الرِّجالِ أوَّلُها، وشَرُّها آخِرُها، وخَيْرُ صُفُوفِ النِّساءِ آخِرُها، وشَرُّها أوَّلُها,“Sebaik-baik shaf laki-laki adalah yang paling awal. Seburuk-buruk shaf laki-laki adalah yang paling akhir. Sebaik-baik shaf wanita adalah yang paling akhir. Seburuk-buruk shaf wanita adalah yang paling awal.”,Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,224,Shahih
32,خَيْرُ صُفُوفِ الرِّجالِ أوَّلُها، وشَرُّها آخِرُها، وخَيْرُ صُفُوفِ النِّساءِ آخِرُها، وشَرُّها أوَّلُها,“Sebaik-baik shaf laki-laki adalah yang paling awal. Seburuk-buruk shaf laki-laki adalah yang paling akhir. Sebaik-baik shaf wanita adalah yang paling akhir. Seburuk-buruk shaf wanita adalah yang paling awal.”,Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih Abu Daud,678,Shahih
33,خَيْرُ صُفُوفِ الرِّجالِ أوَّلُها، وشَرُّها آخِرُها، وخَيْرُ صُفُوفِ النِّساءِ آخِرُها، وشَرُّها أوَّلُها,“Sebaik-baik shaf laki-laki adalah yang paling awal. Seburuk-buruk shaf laki-laki adalah yang paling akhir. Sebaik-baik shaf wanita adalah yang paling akhir. Seburuk-buruk shaf wanita adalah yang paling awal.”,Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,440,Shahih
34,ما تَرَكْتُ بَعْدِي فِتْنَةً هي أَضَرُّ علَى الرِّجَالِ مِنَ النِّسَاءِ,“Tidaklah ada sepeninggalku fitnah (godaan) yang paling besar bagi laki-laki melebihi fitnah (godaan) wanita”,Usamah bin Zaid,Abu Nu'aim Al Asfahani,Hilyatul Auliya,3/40,Shahih tsabit
35,ما تَرَكْتُ بَعْدِي في النَّاسِ فِتْنَةً أَضَرَّ علَى الرِّجَالِ مِنَ النِّسَاءِ,“Tidaklah ada para manusia sepeninggalku fitnah (godaan) yang paling besar bagi laki-laki melebihi fitnah (godaan) wanita”,Usamah bin Zaid,Muslim bin Hajjaj,Shahih Muslim,2741,Shahih
36,فَضلُ عائِشةَ على النِّساءِ كَفَضلِ الثَّريدِ على الطَّعامِ,“Keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum berkualitas) dibandingkan dengan seluruh makanan.”,Abu Musa Al Asy'ari,Syu'aib Al Arnauth,Takhrij Musnad Ahmad,25260,Shahih li ghairihi
37,فَضْلُ عَائِشَةَ علَى النِّسَاءِ كَفَضْلِ الثَّرِيدِ علَى سَائِرِ الطَّعَامِ,“Keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum berkualitas) dibandingkan dengan seluruh makanan.”,Abu Musa Al Asy'ari,Muslim bin Hajjaj,Shahih Muslim,2446,Shahih
38,فَضْلُ عَائِشَةَ علَى النِّسَاءِ كَفَضْلِ الثَّرِيدِ علَى سَائِرِ الطَّعَامِ، كَمَلَ مِنَ الرِّجَالِ كَثِيرٌ، وَلَمْ يَكْمُلْ مِنَ النِّسَاءِ: إِلَّا مَرْيَمُ بنْتُ عِمْرَانَ، وَآسِيَةُ امْرَأَةُ فِرْعَوْنَ,"“keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum berkualitas) dibandingkan dengan seluruh makanan. Lelaki yang kemuliaannya sempurna itu banyak, dan tidak ada wanita yang kemuliaannya sempurna kecuali: Maryam bintu Imran dan Asiyah istri Fir'aun.”",Abu Musa Al Asy'ari,Al Bukhari,Shahih Al Bukhari,3433,Shahih
39,فَضْلُ عائِشَةَ علَى النِّساءِ، كَفَضْلِ الثَّرِيدِ علَى سائِرِ الطَّعامِ,“Keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum yang bagus) dibandingkan dengan seluruh makanan.”,Anas bin Malik,Al Bukhari,Shahih Al Bukhari,5419,Shahih
40,فَضْلُ عائِشَةَ علَى النِّساءِ، كَفَضْلِ الثَّرِيدِ علَى سائِرِ الطَّعامِ,“Keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum yang bagus) dibandingkan dengan seluruh makanan.”,Anas bin Malik,Al Bukhari,Shahih Al Bukhari,5428,Shahih
41,فَضْلُ عائِشَةَ علَى النِّساءِ، كَفَضْلِ الثَّرِيدِ علَى سائِرِ الطَّعامِ,“Keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum yang bagus) dibandingkan dengan seluruh makanan.”,Anas bin Malik,Al Bukhari,Shahih Al Bukhari,3770,Shahih
42,كَمَلَ مِنَ الرِّجالِ كَثِيرٌ، ولَمْ يَكْمُلْ مِنَ النِّساءِ إلَّا مَرْيَمُ بنْتُ عِمْرانَ، وآسِيَةُ امْرَأَةُ فِرْعَوْنَ، وفَضْلُ عائِشَةَ علَى النِّساءِ كَفَضْلِ الثَّرِيدِ علَى سائِرِ الطَّعامِ,"“Lelaki yang kemuliaannya sempurna itu banyak, dan tidak ada wanita yang kemuliaannya sempurna kecuali: Maryam bintu Imran dan Asiyah istri Fir'aun. Dan keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum yang bagus) dibandingkan dengan seluruh makanan.”",Abu Musa Al Asy'ari,Al Bukhari,Shahih Al Bukhari,5418,Shahih
43,كَمَلَ مِنَ الرِّجالِ كَثِيرٌ، ولَمْ يَكْمُلْ مِنَ النِّساءِ إلَّا مَرْيَمُ بنْتُ عِمْرانَ، وآسِيَةُ امْرَأَةُ فِرْعَوْنَ، وفَضْلُ عائِشَةَ علَى النِّساءِ كَفَضْلِ الثَّرِيدِ علَى سائِرِ الطَّعامِ,"“Lelaki yang kemuliaannya sempurna itu banyak, dan tidak ada wanita yang kemuliaannya sempurna kecuali: Maryam bintu Imran dan Asiyah istri Fir'aun. Dan keutamaan Aisyah dibanding para wanita sebagaimana keutamaan tsarid (roti gandum yang bagus) dibandingkan dengan seluruh makanan.”",Abu Musa Al Asy'ari,Al Bukhari,Shahih Al Bukhari,3769,Shahih
44,مِفْتَاحُ الصَّلَاةِ الطُّهُورُ، وَتَحْرِيمُهَا التَّكْبِيرُ، وَتَحْلِيلُهَا التَّسْلِيمُ,"“Pembuka shalat adalah bersuci, pengharamnya adalah takbir dan penghalalnya adalah salam”",Ali bin Abi Thalib,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,3,Hasan shahih
45,مِفْتَاحُ الصَّلَاةِ الطُّهُورُ، وَتَحْرِيمُهَا التَّكْبِيرُ، وَتَحْلِيلُهَا التَّسْلِيمُ,"“Pembuka shalat adalah bersuci, pengharamnya adalah takbir dan penghalalnya adalah salam”",Ali bin Abi Thalib,Abu Isa At Tirmidzi,Sunan At Tirmidzi,3,Hadits adalah yang paling shahih dalam bab ini
46,إِذَا تَوَضَّأَ الْعَبْدُ الْمُسْلِمُ، أَوِ الْمُؤْمِنُ، فَغَسَلَ وَجْهَهُ خَرَجَتْ مِنْ وَجْهِهِ كُلُّ خَطِيئَةٍ نَظَرَ إِلَيْهَا بِعَيْنَيْهِ مَعَ الْمَاءِ - أَوْ مَعَ آخِرِ قَطْرِ الْمَاءِ، أَوْ نَحْوَ هَذَا - وَإِذَا غَسَلَ يَدَيْهِ خَرَجَتْ مِنْ يَدَيْهِ كُلُّ خَطِيئَةٍ بَطَشَتْهَا يَدَاهُ مَعَ الْمَاءِ - أَوْ مَعَ آخِرِ قَطْرِ الْمَاءِ - حَتَّى يَخْرُجَ نَقِيًّا مِنَ الذُّنُوبِ,"“Apabila seorang muslim atau mukmin berwudhu lalu membasuh mukanya, maka keluarlah dosa-dosa wajahnya ketika ia bermaksiat dengan matanya bersama dengan tetesan air wudhu atau akhir dari percikan air wudhu. Ketika ia membasuh kedua tangannya, maka keluarlah dosa-dosa yang dilakukan kedua tangannya bersama dengan tetesan air wudhu atau bersama percikan akhir yang terakhir. Ketika ia membasuh kedua kakinya, maka keluarlah dosa-dosa yang dilakukan kakinya bersama air atau bersama percikan air yang terakhir hingga akhirnya ia benar-benar bersih dari segala dosa.”",Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,2,Shahih
47,إِذَا تَوَضَّأَ الْعَبْدُ الْمُسْلِمُ، أَوِ الْمُؤْمِنُ، فَغَسَلَ وَجْهَهُ خَرَجَتْ مِنْ وَجْهِهِ كُلُّ خَطِيئَةٍ نَظَرَ إِلَيْهَا بِعَيْنَيْهِ مَعَ الْمَاءِ - أَوْ مَعَ آخِرِ قَطْرِ الْمَاءِ، أَوْ نَحْوَ هَذَا - وَإِذَا غَسَلَ يَدَيْهِ خَرَجَتْ مِنْ يَدَيْهِ كُلُّ خَطِيئَةٍ بَطَشَتْهَا يَدَاهُ مَعَ الْمَاءِ - أَوْ مَعَ آخِرِ قَطْرِ الْمَاءِ - حَتَّى يَخْرُجَ نَقِيًّا مِنَ الذُّنُوبِ,"“Apabila seorang muslim atau mukmin berwudhu lalu membasuh mukanya, maka keluarlah dosa-dosa wajahnya ketika ia bermaksiat dengan matanya bersama dengan tetesan air wudhu atau akhir dari percikan air wudhu. Ketika ia membasuh kedua tangannya, maka keluarlah dosa-dosa yang dilakukan kedua tangannya bersama dengan tetesan air wudhu atau bersama percikan akhir yang terakhir. Ketika ia membasuh kedua kakinya, maka keluarlah dosa-dosa yang dilakukan kakinya bersama air atau bersama percikan air yang terakhir hingga akhirnya ia benar-benar bersih dari segala dosa.”",Abu Hurairah,Abu Isa At Tirmidzi,Sunan At Tirmidzi,2,Hasan shahih
48,كانَ النَّبيُّ يرفعُ صوتَه بالقرآنِ وَكانَ المشرِكونَ إذا سمعوا صوتَه سبُّوا القرآنَ ومن جاءَ بِه فَكانَ النَّبيُّ يخفضُ صوتَه بالقرآنِ ما كانَ يسمعُه أصحابُه فأنزلَ اللَّهُ عزَّ وجلَّ ولا تَجْهَرْ بصَلاتِكَ ولا تُخَافِتْ بِها وابتغِ بينَ ذلِك سبيلًا,"“Nabi shallallahu'alaihi wasallam biasanya meninggikan suaranya ketika membaca Al-Qur'an. Dan ketika orang-orang musyrik mendengar suara bacaan beliau, mereka akan menghina Al-Qur'an dan orang yang membawanya (yaitu Rasulullah). Maka Nabi shallallahu'alaihi wasallam pun mulai merendahkan suaranya sebatas terdengar oleh para sahabatnya. Kemudian Allah 'azza wa jalla menurunkan ayat: ""Dan salatlah kamu jangan dengan suara keras dan jangan terlalu pelan, namun carilah jalan di antara kedunya"" (QS. Al Isra: 110)”",Abdullah bin Abbas,Muhammad Nashiruddin Al Albani,Shahih An Nasa'i,1011,Shahih
49,الكبائرُ : الشِّركُ بِاللهِ ، و قتلُ النفسِ ، و عُقوقُ الوالِديْنِ ، ألا أُنَبِّئُكمْ بِأكبرِ الكبائِرِ ؟ قَولُ الزُّورِ,"“Dosa besar adalah syirik terhadap Allah, membunuh jiwa, durhaka kepada orang tua. Maukah aku kabarkan tentang dosa yang paling besar? Yaitu ucapan dusta.”",Anas bin Malik,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,4604,Shahih
50,بيْنَ الرَّجُلِ وبيْنَ الشِّرْكِ وَالْكُفْرِ تَرْكُ الصَّلَاةِ,“Pembatas antara seseorang dengan kesyirikan dan kekufuran adalah meninggalkan shalat”,Jabir bin Abdillah,Muslim bin Hajjaj,Shahih Muslim,82,Shahih
51,}عَنْ عبدِ اللَّهِ رَضِيَ اللَّهُ عنْه، قالَ: لَمَّا نَزَلَتْ: {وَلَمْ يَلْبِسُوا إيمَانَهُمْ بظُلْمٍ} قالَ أصْحَابُهُ: وأَيُّنَا لَمْ يَظْلِمْ؟ فَنَزَلَتْ: {إنَّ الشِّرْكَ لَظُلْمٌ عَظِيمٌ,"“Dari Abdullah bin Mas'ud radhiallahu'anhu, ia berkata: ketika turun ayat ""orang-orang yang tidak mencampurkan iman mereka dengan kezaliman"" (QS. Al An'am: 82), para sahabat berkata: siapa di antara kami yang tidak pernah zalim? Kemudian turun ayat: ""Sesungguhnya kesyirikan adalah kezaliman yang paling besar""”",Abdullah bin Mas'ud,Al Bukhari,Shahih Al Bukhari,4629,Shahih
52,اجْتَنِبُوا المُوبِقاتِ: الشِّرْكُ باللَّهِ، والسِّحْرُ,“Jauhilah dosa-dosa yang membinasakan: syirik terhadap Allah dan sihir”,Abu Hurairah,Al Bukhari,Shahih Al Bukhari,5764,Shahih
53,"سُئِلَ النَّبِيُّ صلى الله عليه وسلم أَىُّ الأَعْمَالِ أَفْضَلُ قَالَ ‏""‏ إِيمَانٌ بِاللَّهِ وَرَسُولِهِ ‏""‏‏.‏ قِيلَ ثُمَّ مَاذَا قَالَ ‏""‏ جِهَادٌ فِي سَبِيلِ اللَّهِ ‏""‏‏.‏ قِيلَ ثُمَّ مَاذَا قَالَ ‏""‏ حَجٌّ مَبْرُورٌ ‏""‏‏","“Nabi ditanya ditanya, “Amalan manakah yang paling baik?” Beliau berkata, “Iman kepada Allah dan Rasul-Nya”. Beliau kemudian ditanya, “Amalan apalagi berikutnya?” Nabi berkata, ""Jihad di Jalan Allah."" Beliau kemudian ditanya, ""Apalagi selanjutnya?"" Beliau menjawab, “Haji yang mabrur”.”",Abu Hurairah,Al Bukhari,Shahih Al Bukhari,1519,Shahih
54,"عَنْ عَائِشَةَ ـ رضى الله عنها ـ أَنَّهَا قَالَتْ يَا رَسُولَ اللَّهِ، اعْتَمَرْتُمْ وَلَمْ أَعْتَمِرْ‏.‏ فَقَالَ ‏ ""‏ يَا عَبْدَ الرَّحْمَنِ اذْهَبْ بِأُخْتِكَ فَأَعْمِرْهَا مِنَ التَّنْعِيمِ ‏""‏‏.‏ فَأَحْقَبَهَا عَلَى نَاقَةٍ فَاعْتَمَرَتْ‏","“Dari Aisyah ia berkata, ""Wahai Rasulullah! Kalian telah melakukan umrah tetapi aku belum melakukannya"". Nabi lalu bersabda, ""Wahai `Abdurrahman, pergilah bersama adikmu dan biarkan dia melakukan umrah dari Tan'im"". Abdurrahman lalu membantu Aisyah naik ke untanya kemudian Aisyah melakukan umrah.”",Aisyah,Al Bukhari,Shahih Al Bukhari,1518,Shahih
55,حَجَّ أنَسٌ علَى رَحْلٍ، ولَمْ يَكُنْ شَحِيحًا، وحَدَّثَ: أنَّ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ حَجَّ علَى رَحْلٍ وكَانَتْ زَامِلَتَهُ,"“Anas bin Malik berhaji dengan menggunakan pelana yang sederhana, dan ia bukan orang yang pelit. Dan ia menyampaikan: Sesungguhnya Rasulullah Shallallahu'alaihi Wasallam dahulu juga berhaji dengan pelana yang sederhana dan unta yang beliau tunggangi sekaligus juga membawa barang beliau.”",Anas bin Malik,Syu'aib Al Arnauth,Takhrij Shahih Ibni Hibban,3754,Shahih sesuai dengan syarat Al Bukhari dan Muslim
56,حَجَّ أنَسٌ علَى رَحْلٍ، ولَمْ يَكُنْ شَحِيحًا، وحَدَّثَ: أنَّ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ حَجَّ علَى رَحْلٍ وكَانَتْ زَامِلَتَهُ,"“Anas bin Malik berhaji dengan menggunakan pelana yang sederhana, dan ia bukan orang yang pelit. Dan ia menyampaikan: Sesungguhnya Rasulullah Shallallahu'alaihi Wasallam dahulu juga berhaji dengan pelana yang sederhana dan unta yang beliau tunggangi sekaligus juga membawa barang beliau.”",Anas bin Malik,Ibnu Hibban,Shahih Ibnu Hibban,3754,Shahih
